system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
2454_0,0,505,410,151,49,18,15,458
2456_0,9,303,467,534,1681,2172,1415,229
2460_0,16,335,624,307,4477,1653,740,310
2463_0,9,253,442,444,1500,1697,1086,162
2466_0,17,398,634,701,1630,1917,1277,318
2467_0,5,856,1001,1082,1422,1466,1247,768
2468_0,17,528,858,1129,1670,2603,2237,430
2469_0,11,271,481,497,1697,1872,1123,186
2470_0,11,102,238,256,1094,1134,714,38
2475_0,0,442,472,224,127,90,62,384
2478_0,9,242,301,319,816,1097,705,218
2480_0,17,565,851,1089,1557,2485,2136,475
2481_0,8,115,267,164,3126,769,290,59
2485_0,4,364,680,728,1722,1430,1118,265
2487_0,17,363,497,596,988,1240,980,287
2491_0,4,411,559,618,1515,963,761,326
2492_0,19,1017,1309,1516,2048,1973,894,832
2494_0,19,416,526,397,78,26,14,342
2495_0,4,1154,1566,1681,2211,2287,1799,943
2496_0,12,361,705,703,2503,2292,1354,243
2498_0,11,364,635,739,1955,2537,1555,250
2499_0,11,686,1032,1210,1870,2106,1817,536
2502_0,18,231,390,327,1862,1314,706,165
2505_0,17,311,498,446,2692,1751,981,239
2506_0,17,266,434,404,2050,1342,848,247
2507_0,4,807,901,935,1693,1337,985,701
2508_0,5,659,853,925,1501,1468,1210,581
2512_0,4,773,978,1025,1456,1267,1036,668
2514_0,11,325,415,389,1128,1358,869,306
2515_0,11,389,539,501,1646,1943,1286,341
2517_0,17,296,455,411,1547,1361,850,248
2518_0,12,374,684,730,2181,2884,1758,264
2520_0,0,229,209,85,43,28,14,226
2521_0,3,471,572,699,1172,1622,1438,397
2523_0,4,420,601,504,604,674,516,291
2528_0,11,367,661,727,1953,2126,1330,263
2539_0,9,185,371,365,1534,1388,865,103
2542_0,0,442,544,336,55,16,12,348
2544_0,17,329,390,410,865,1423,1142,306
2548_0,3,717,1256,1468,2377,2581,2046,608
2554_0,11,216,312,348,829,1379,953,184
2556_0,11,307,554,427,2673,2247,1284,229
2557_0,11,196,489,362,3143,2041,1073,132
2558_0,12,312,613,314,4398,1729,776,309
2560_0,4,308,398,415,1578,1308,858,276
2561_0,11,291,391,381,1521,1546,996,231
2562_0,17,352,638,581,2577,2014,1187,320
2565_0,0,272,308,201,121,50,29,269
2568_0,17,334,558,363,4554,1784,771,323
2569_0,2,367,692,440,3647,1768,933,340
2570_0,0,490,595,328,54,17,10,402
2571_0,4,493,775,879,1617,1340,1114,336
2578_0,9,95,240,140,2198,802,316,47
2579_0,12,585,923,912,2770,3490,2274,487
2580_0,17,422,656,699,2540,2159,1285,390
2584_0,8,178,322,208,3021,1005,421,144
2585_0,17,372,539,528,1688,1656,1108,349
2587_0,2,342,557,538,2499,1761,1100,307
2589_0,9,355,612,649,2113,1401,976,290
2590_0,17,466,556,636,968,1471,1267,434
2591_0,17,433,769,612,2547,2128,1343,376
2593_0,19,467,649,722,830,308,145,379
2596_0,12,477,686,676,2077,2217,1383,408
2597_0,9,215,438,468,2481,1771,945,138
2598_0,12,262,529,489,1999,1918,1118,163
2599_0,11,277,589,410,3038,1731,888,210
2603_0,12,490,797,674,2937,2618,1587,423
2604_0,3,667,918,971,1975,1739,1283,538
2606_0,0,200,171,77,35,22,17,218
2609_0,0,280,177,101,49,31,18,312
2610_0,11,294,478,435,1575,1906,1192,254
2611_0,4,557,898,993,1728,1750,1478,351
2612_0,17,301,490,453,2099,1328,836,247
2613_0,0,281,179,99,49,32,23,315
2614_0,0,345,716,409,97,24,15,288
2615_0,11,233,532,577,1782,1937,1234,149
2616_0,5,1219,1454,1489,1423,1944,1814,1133
2618_0,0,528,559,240,47,20,13,444
2623_0,0,272,181,91,44,29,22,322
2627_0,2,203,336,276,1668,954,476,159
2629_0,0,223,178,71,34,18,16,207
2630_0,4,414,511,577,1690,973,667,349
2631_0,17,321,318,346,506,1220,1357,318
2634_0,4,801,999,1050,1757,1655,1366,666
2636_0,2,310,534,517,2253,2407,1608,239
2637_0,11,253,523,378,2387,2086,1174,215
2641_0,12,358,681,654,2192,2497,1591,252
2645_0,17,513,771,976,1456,2313,1973,438
2646_0,12,438,749,833,2531,3226,1993,334
2647_0,8,17,54,31,767,173,71,-22
2648_0,12,498,709,769,2387,2418,1551,416
2649_0,8,127,193,112,1393,502,185,120
2650_0,12,489,788,873,2451,3286,2127,397
2651_0,12,486,847,849,2675,3214,1905,365
2653_0,12,226,317,380,880,1233,898,129
2657_0,11,201,333,255,2806,1097,507,163
2658_0,8,78,81,49,295,105,51,79
2660_0,4,750,1070,1101,1743,1642,1330,607
2661_0,0,371,273,115,43,26,16,379
2662_0,3,1005,1169,1194,1054,1089,862,871
2664_0,17,435,720,1085,1631,2100,1929,342
2665_0,4,105,390,359,1766,1068,680,-46
2666_0,2,225,363,306,1913,1177,664,201
2667_0,8,62,121,78,1106,358,152,45
2668_0,2,145,314,230,2431,1134,521,90
2669_0,11,532,795,775,2635,3269,2053,463
2670_0,2,178,292,262,1722,1053,562,114
2673_0,0,536,702,663,485,365,259,454
2674_0,2,274,483,486,1770,1356,867,215
2678_0,12,440,839,692,2995,2894,1727,351
2680_0,9,129,249,180,1662,681,320,109
2683_0,2,295,507,445,1897,1687,1017,248
2686_0,0,257,192,96,53,31,19,268
2687_0,3,975,1214,1280,1917,2498,1957,893
2688_0,17,337,381,428,632,1090,971,311
2690_0,12,685,1088,1426,2690,3717,2549,483
2696_0,8,95,193,110,1703,458,176,60
2697_0,12,484,780,790,2496,2569,1673,393
2701_0,4,516,816,870,1014,1092,1068,339
2707_0,5,473,594,586,974,1050,901,392
2709_0,0,475,592,425,76,19,15,368
2710_0,0,453,578,465,113,20,17,365
2712_0,17,376,597,726,1691,1876,1367,322
2713_0,0,257,222,101,63,47,30,242
2715_0,8,86,208,206,1379,974,525,37
2716_0,11,353,638,733,1514,1685,1060,221
2718_0,16,420,696,645,2401,2256,1350,387
2721_0,12,472,706,627,2104,2458,1541,431
2723_0,0,90,103,59,197,94,48,72
2724_0,16,221,497,418,2859,1564,865,135
2725_0,12,291,679,400,3465,1859,909,226
2726_0,9,334,638,816,2370,2466,1434,205
2729_0,17,291,646,316,4247,1569,688,279
2731_0,12,410,669,703,1857,2409,1642,323
2733_0,5,850,1188,1342,1500,1506,1331,709
2738_0,19,261,306,278,672,601,342,267
2745_0,0,574,640,433,134,50,35,481
2746_0,11,410,672,469,2820,2052,1175,379
2751_0,12,465,820,690,2891,2589,1497,391
2756_0,17,750,1209,1381,2804,2673,2122,621
2758_0,8,294,409,391,1838,1242,724,249
2762_0,9,222,398,345,1194,1265,812,170
2769_0,11,231,373,344,2182,1430,777,189
2770_0,17,255,639,420,3382,1587,765,179
2772_0,12,424,810,789,3072,3323,2051,315
2773_0,0,288,401,355,1274,853,505,275
2774_0,12,384,674,513,2627,2330,1461,328
2775_0,8,75,158,140,857,612,299,25
2776_0,11,440,608,670,1770,2384,1625,358
2778_0,3,222,406,396,1463,827,542,148
2780_0,4,362,600,662,1589,1117,839,253
2784_0,17,624,928,1119,2134,2581,2247,522
2786_0,0,278,172,97,52,32,24,317
2790_0,12,393,711,386,3311,1998,1045,381
2791_0,11,177,303,314,1330,1181,770,110
2792_0,0,495,487,183,52,26,19,404
2793_0,9,339,554,524,1549,1902,1289,282
2795_0,17,392,567,608,2088,1983,1267,343
2796_0,17,490,664,747,1467,2061,1684,430
2797_0,5,1069,1203,1208,1362,1313,1034,985
2798_0,11,423,783,874,2560,2741,1514,244
2799_0,12,408,770,774,2424,2508,1477,257
2801_0,11,47,107,116,481,417,278,12
2804_0,17,383,532,573,1476,1557,1124,329
2811_0,9,57,192,108,1551,650,293,21
2813_0,8,136,225,152,1289,583,293,95
2815_0,5,936,1279,1388,1601,2326,2084,760
2817_0,8,-9,98,86,786,461,228,-87
2818_0,11,374,677,714,2444,3052,1788,238
2820_0,19,357,496,555,1314,1365,841,314
2821_0,9,103,252,193,1828,834,387,70
2823_0,0,231,182,83,51,38,31,220
2825_0,17,492,748,798,1944,2133,1628,431
2829_0,0,207,143,74,41,34,19,230
2830_0,19,363,627,653,1094,920,498,248
2831_0,11,204,426,522,1670,1983,1280,142
2834_0,0,529,568,243,62,27,18,431
2836_0,3,334,505,477,2022,1234,852,278
2838_0,17,213,318,428,715,1521,1159,159
2839_0,12,418,729,826,2124,1746,1306,305
2840_0,19,1185,1735,1966,2201,225,157,896
2841_0,12,535,700,695,2377,2382,1695,481
2848_0,4,309,311,260,828,641,482,305
2850_0,12,212,381,337,1491,1309,698,150
2851_0,9,174,287,250,1055,899,571,141
2852_0,9,236,400,364,2045,1561,855,167
2857_0,0,625,803,710,148,18,9,540
2861_0,9,9,154,127,1449,572,257,-65
2862_0,2,517,697,627,2063,1803,1178,488
2863_0,4,823,1014,1092,1683,1482,1203,727
2866_0,11,446,670,758,1531,1730,1263,331
2867_0,0,315,262,148,78,69,51,338
2868_0,11,2115,2513,2605,2451,828,500,1787
2869_0,2,344,697,690,1888,1432,989,259
2870_0,9,-20,60,51,612,263,130,-71
2872_0,11,312,568,386,2523,1778,923,277
2875_0,9,189,318,285,1508,1107,607,117
2876_0,0,477,517,195,41,25,15,395
2878_0,11,231,358,349,964,1319,939,192
2879_0,9,108,229,155,1788,885,399,78
2880_0,5,581,885,1121,1488,1385,1245,327
2881_0,3,335,563,586,1354,1175,823,242
2882_0,11,407,580,559,2320,2213,1266,369
2889_0,0,500,563,279,53,24,14,431
2890_0,5,1008,1266,1395,1654,2103,1870,861
2891_0,3,507,626,654,1418,1109,863,447
2893_0,4,682,950,909,2062,2090,1477,607
2895_0,3,317,522,510,2149,1613,988,245
2896_0,9,251,456,470,1669,1562,956,169
2898_0,8,251,410,443,1322,1570,939,149
2899_0,0,499,651,480,71,21,9,382
2902_0,5,2155,2493,2599,2515,3930,4074,1925
2904_0,11,397,682,627,2195,2862,1838,307
2906_0,2,430,636,709,1991,1315,825,378
2907_0,12,411,730,572,3034,2445,1317,369
2908_0,16,646,717,698,834,1029,848,593
2910_0,9,119,276,232,1043,923,507,96
2913_0,0,427,657,852,1409,1818,1292,364
2915_0,17,299,472,423,1793,1646,1021,274
2917_0,17,376,644,584,2834,2217,1271,282
2918_0,9,259,395,288,2252,1237,572,214
2919_0,9,353,690,766,2269,2355,1350,248
2921_0,18,197,310,262,1595,1030,538,161
2923_0,0,633,799,696,153,25,12,532
2924_0,4,890,1258,1408,2054,1908,1596,720
2929_0,12,296,676,403,3751,1741,850,251
2932_0,12,711,1161,1633,2640,3133,2619,581
2933_0,17,433,519,602,996,1685,1510,391
2937_0,3,446,557,567,1488,1337,898,412
2938_0,3,285,504,576,1480,1025,756,173
2942_0,0,470,543,281,57,20,12,394
2948_0,4,609,1017,1167,1930,1707,1443,423
2952_0,8,52,133,89,1427,425,187,4
2955_0,11,254,372,399,1556,1632,910,208
2957_0,17,410,594,604,1806,1847,1260,371
2958_0,9,287,477,420,1878,1460,794,229
2959_0,17,320,486,457,2320,1604,896,270
2963_0,11,343,454,533,1507,1859,1173,285
2967_0,12,320,646,340,3376,1834,935,314
2968_0,17,317,514,606,1607,1942,1428,236
2969_0,9,284,471,462,1633,1526,908,236
2972_0,9,217,372,287,3235,1291,535,155
2973_0,8,130,285,227,2489,1241,533,60
2975_0,17,447,631,818,1245,2186,1984,359
2979_0,3,411,623,732,1751,1233,901,357
2980_0,12,489,884,1016,3415,3466,2010,352
2981_0,0,237,216,89,42,24,18,242
2983_0,9,214,386,375,1226,1444,880,150
2984_0,0,459,549,420,121,40,29,379
2985_0,11,254,471,418,2168,1826,1063,172
2989_0,0,704,885,885,343,24,14,599
2991_0,4,455,669,639,2114,1400,883,421
2995_0,11,354,614,632,2401,2154,1301,230
2996_0,8,226,374,335,1947,1540,792,186
3000_0,12,771,1246,1372,3093,3750,2287,580
3002_0,12,361,725,423,4085,2401,1275,326
3003_0,4,843,1070,1162,1720,1575,1281,710
3009_0,0,225,168,75,40,27,19,230
3012_0,9,193,320,321,932,1085,687,125
3013_0,9,52,189,169,1151,675,360,-16
3015_0,4,614,905,1014,1664,1693,1384,550
3016_0,11,307,517,346,1874,1482,863,280
3017_0,9,142,295,248,2066,1023,506,98
3019_0,3,519,677,684,2038,2010,1373,431
3020_0,17,299,409,464,690,1226,1039,247
3023_0,11,417,640,640,1860,2635,1778,348
3025_0,11,20,120,83,1252,353,166,-24
3027_0,9,203,400,418,2214,1585,867,125
3028_0,12,314,682,330,4801,2043,965,278
3030_0,8,306,473,401,3037,1751,852,252
3034_0,17,231,608,261,4160,1447,610,231
3039_0,12,597,940,1158,2646,3530,2451,443
3040_0,9,233,492,557,1877,1857,1112,129
3042_0,12,411,746,620,2804,2368,1270,321
3043_0,0,212,169,76,38,24,14,225
3044_0,12,505,735,755,2648,2449,1443,405
3046_0,17,259,400,449,1567,1652,971,216
3047_0,12,491,827,671,2910,2572,1463,440
3048_0,17,469,627,695,1485,2258,1612,425
3052_0,8,133,256,204,1540,993,457,91
3053_0,0,705,875,938,741,28,12,609
3054_0,11,321,713,490,2998,2415,1337,255
3055_0,9,231,424,382,2041,1614,886,159
3058_0,11,331,517,434,1662,1763,1175,294
3059_0,17,474,720,672,3073,2413,1505,405
3068_0,12,440,769,783,2891,3426,2107,347
3069_0,17,345,607,432,3504,2067,1009,299
3070_0,17,300,446,449,2015,1482,908,271
3073_0,8,82,196,155,1318,751,387,33
3075_0,12,693,949,1165,1631,2253,1937,557
3079_0,3,752,787,780,2067,1333,968,608
3080_0,9,194,342,297,1968,1452,809,139
3088_0,11,8,54,53,244,273,136,-42
3094_0,9,371,556,531,2485,2370,1314,273
3096_0,11,463,569,542,2000,2264,1325,427
3100_0,12,379,581,647,1935,2467,1670,311
3103_0,4,475,589,628,1730,1335,978,414
3114_0,3,372,491,447,1981,1192,789,286
3116_0,17,485,659,851,1439,2158,2015,413
3117_0,11,245,382,443,1353,1414,922,163
3119_0,17,388,635,775,1274,2341,2122,279
3120_0,11,490,721,656,2315,2431,1482,440
3122_0,17,88,329,221,4125,676,280,-10
3123_0,9,134,297,232,2441,1261,539,95
3127_0,0,209,163,71,50,35,21,236
3130_0,17,388,446,505,759,1493,1538,368
3135_0,0,498,614,355,57,16,9,408
3136_0,17,612,941,869,2972,2699,1684,502
3137_0,17,522,795,888,1851,2230,1795,434
3138_0,17,340,659,757,3041,1970,1018,290
3140_0,17,380,526,569,829,1368,1214,314
3144_0,11,307,450,376,1652,1419,803,270
3145_0,17,354,531,534,2093,1909,1158,323
3146_0,12,377,728,801,2781,2963,2047,259
3148_0,11,352,645,751,2161,2593,1683,242
3149_0,17,251,486,346,2922,1532,714,227
3150_0,0,426,346,117,36,21,14,391
3151_0,11,246,392,387,1103,1577,1156,180
3152_0,12,685,1028,1180,2446,4138,2822,544
3154_0,17,378,511,627,994,1580,1354,341
3155_0,9,121,256,230,830,844,513,75
3156_0,4,450,494,530,1715,883,610,382
3158_0,11,378,687,795,2235,2671,1751,278
3159_0,11,444,685,786,1730,2264,1611,355
3160_0,0,609,779,740,217,22,14,518
3161_0,9,101,191,202,911,895,528,40
3162_0,12,361,624,562,2374,2320,1265,275
3163_0,12,536,741,657,2109,1894,1219,472
3165_0,2,240,602,546,2218,1544,960,166
3168_0,17,459,829,861,3200,1720,998,395
3170_0,8,106,151,137,470,413,242,86
3171_0,12,387,600,689,1918,1934,1469,317
3174_0,12,395,697,625,2431,2501,1607,307
3175_0,9,333,443,396,1820,1403,791,301
3179_0,17,432,764,621,2692,2251,1358,371
3180_0,3,317,652,748,1816,1437,1015,170
3183_0,17,693,815,918,1856,2227,1846,602
3187_0,12,343,713,646,3057,2742,1529,214
3188_0,0,438,307,114,40,17,14,419
3191_0,4,452,736,799,1637,1266,1033,359
3193_0,0,352,249,97,40,24,12,367
3194_0,0,259,395,287,83,30,22,229
3195_0,3,194,327,315,1468,1042,652,155
3196_0,3,342,480,483,1725,1032,650,304
3198_0,11,233,498,656,2108,2386,1317,106
3205_0,12,555,835,813,2320,2889,2030,491
3207_0,12,413,584,503,1854,2286,1494,371
3208_0,4,443,635,593,852,1261,964,353
3211_0,8,184,322,233,2636,1058,446,144
3217_0,17,416,562,493,2209,1635,1069,386
3219_0,0,487,538,269,50,22,14,421
3220_0,12,626,919,1002,2332,3569,2456,514
3223_0,4,367,649,660,1310,1098,862,225
3225_0,0,411,594,439,90,27,15,334
3227_0,17,261,356,400,580,877,716,207
3228_0,0,285,184,100,57,38,29,322
3233_0,4,668,899,1014,1913,1612,1329,550
3234_0,9,159,296,264,1059,874,555,120
3235_0,17,172,325,285,1255,833,425,113
3237_0,4,561,738,752,1933,1317,925,491
3238_0,9,218,316,304,1333,934,570,184
3240_0,12,530,955,902,3340,2925,1626,402
3243_0,11,203,491,327,2510,1327,671,133
3251_0,11,311,590,677,2152,1874,1088,173
3253_0,12,450,746,853,2360,2631,1613,290
3254_0,3,343,515,484,1818,1086,671,256
3255_0,12,207,494,449,2085,1454,773,142
3256_0,3,325,628,710,1752,1643,1299,166
3257_0,0,521,643,425,66,20,18,425
3259_0,11,353,523,458,1671,1997,1301,314
3262_0,12,491,866,830,3564,2933,1621,376
3263_0,4,583,808,843,1691,1224,903,495
3264_0,0,211,153,77,46,31,21,216
3267_0,0,235,179,90,56,29,23,248
3269_0,17,199,406,251,3324,1134,534,174
3270_0,3,240,444,456,1757,1118,728,165
3275_0,8,225,362,375,1899,1616,845,183
3284_0,4,519,716,721,1664,1258,1014,434
3286_0,5,831,994,1039,1356,1395,1229,747
3287_0,0,269,229,102,58,46,30,258
3289_0,3,465,746,647,3069,2050,1262,413
3290_0,17,605,777,914,1497,2485,2042,514
3291_0,8,60,112,73,819,256,110,48
3292_0,0,582,495,405,373,496,550,620
3299_0,0,1010,779,776,774,694,875,977
3301_0,12,330,669,857,2016,2417,1410,168
3302_0,17,320,611,430,3716,1578,811,296
3304_0,5,4995,5100,5401,5494,4728,4385,4466
3305_0,8,-1,49,25,475,131,51,-34
3307_0,17,350,696,769,2447,2682,1811,255
3308_0,2,155,185,197,664,440,226,169
3310_0,9,166,346,217,3412,1301,525,130
3311_0,5,694,918,920,1765,1525,1153,610
3314_0,17,271,488,430,2675,1726,893,244
3317_0,16,278,671,277,4351,1497,646,262
3318_0,12,428,706,609,2645,2436,1383,365
3321_0,9,106,206,153,1132,707,343,91
3324_0,0,362,243,100,44,16,13,379
3325_0,0,215,168,84,54,39,30,225
3326_0,9,225,418,362,2499,1569,776,147
3327_0,4,619,729,802,1385,1293,995,542
3331_0,11,161,362,402,1236,1592,1053,93
3332_0,17,561,696,789,1353,2053,1858,510
3334_0,12,372,624,603,2387,2098,1332,301
3335_0,17,309,419,547,1276,1554,1115,259
3336_0,8,45,115,80,1324,340,136,10
3339_0,4,447,704,810,1656,1315,1046,258
3340_0,17,332,605,631,2142,1772,1244,201
3344_0,8,92,192,136,1864,544,217,58
3346_0,9,175,311,271,1685,1279,654,112
3347_0,17,705,1008,1284,1905,2854,2715,579
3348_0,17,473,725,733,2106,2204,1705,384
3350_0,12,310,651,365,3646,1946,925,288
3351_0,19,374,517,430,676,490,299,297
3352_0,17,462,808,639,3006,2509,1470,430
3353_0,19,420,513,553,1135,1054,722,350
3355_0,2,309,542,392,3432,1651,881,264
3357_0,12,394,622,574,2007,2487,1574,333
3358_0,17,376,435,509,762,1142,965,344
3359_0,0,642,804,700,142,27,12,538
3362_0,17,329,538,491,1970,1263,912,274
3363_0,9,211,375,329,1208,1396,886,136
3364_0,11,438,635,680,1475,1890,1213,365
3365_0,0,469,579,360,58,17,10,384
3368_0,11,252,473,534,1608,1772,1180,141
3369_0,0,372,370,145,69,36,23,325
3370_0,0,517,672,468,76,15,9,424
3374_0,17,427,692,630,2393,1813,1289,404
3376_0,11,329,563,432,2530,2083,1186,298
3382_0,12,468,851,1059,2085,2309,1479,258
